34.2304	153.364379882813
34.2344	192.689682006836
34.2384	178.266906738281
34.2424	190.079132080078
34.2464	195.703918457031
34.2504	214.187469482422
34.2544	230.626052856445
34.2584	253.390533447266
34.2624	225.35221862793
34.2664	261.301361083984
34.2704	276.008880615234
34.2744	303.995910644531
34.2784	327.207672119141
34.2824	350.938262939453
34.2864	388.1640625
34.2904	399.960510253906
34.2944	450.336303710938
34.2984	487.443786621094
34.3024	509.560394287109
34.3064	566.088806152344
34.3104	606.593811035156
34.3144	653.673889160156
34.3184	725.801025390625
34.3224	823.082092285156
34.3264	907.604858398438
34.3304	1007.39526367188
34.3344	1142.32348632813
34.3384	1262.73693847656
34.3424	1420.46362304688
34.3464	1545.72595214844
34.3504	1849.93566894531
34.3544	2147.50732421875
34.3584	2398.19482421875
34.3624	2752.125
34.3664	3222.25561523438
34.3704	3821.93041992188
34.3744	4507.2236328125
34.3784	5511.6982421875
34.3824	6758.67431640625
34.3864	8285.8974609375
34.3904	10291.50390625
34.3944	12750.173828125
34.3984	15136.0986328125
34.4024	17824.7109375
34.4064	21069.87890625
34.4104	23739.5703125
34.4144	25687.244140625
34.4184	27445.033203125
34.4224	29083.02734375
34.4264	29969.466796875
34.4304	30461.435546875
34.4344	29720.83984375
34.4384	29327.64453125
34.4424	27572.779296875
34.4464	26002.580078125
34.4504	23834.3515625
34.4544	21184.568359375
34.4584	18195.1953125
34.4624	15482.1259765625
34.4664	12675.81640625
34.4704	9863.4873046875
34.4744	7573.17529296875
34.4784	5836.46435546875
34.4824	4093.91284179688
34.4864	3021.67163085938
34.4904	2182.54345703125
34.4944	1691.84240722656
34.4984	1341.12292480469
34.5024	1063.73937988281
34.5064	837.439086914063
34.5104	703.53173828125
34.5144	612.678833007813
34.5184	547.080749511719
34.5224	455.733947753906
34.5264	375.057495117188
34.5304	350.899444580078
34.5344	265.136383056641
34.5384	263.502502441406
34.5424	269.031463623047
34.5464	248.039001464844
34.5504	197.857009887695
34.5544	183.019760131836
34.5584	181.124542236328
34.5624	154.040924072266
34.5664	149.364715576172
34.5704	142.25993347168
34.5744	141.182174682617
34.5784	112.146018981934
34.5824	117.173141479492
34.5864	107.084381103516
34.5904	91.9154281616211
34.5944	81.2480926513672
34.5984	80.3849105834961
34.6024	74.2058639526367
34.6064	78.4377517700195
34.6104	76.1501846313477
34.6144	69.0439300537109
34.6184	63.3192977905273
34.6224	63.0370483398438
34.6264	62.1226272583008
34.6304	54.4902420043945


